pm25,pm10,so2,no2,co,纬度,经度, 
40.01,52.12,6.59,14.5,0.55,22.1,111.43, 
41.56,54.16,6.91,16.3,0.57,22.1,111.58, 
41.05,52.85,6.93,16.72,0.55,22.09,111.72, 
40.52,51.86,6.46,16.65,0.52,22.08,111.87, 
40.98,51.88,5.87,16.61,0.5,22.07,112.01, 
41.33,52.58,5.7,17.62,0.49,22.06,112.16, 
40.54,52.47,5.73,18.64,0.49,22.05,112.3, 
37.35,48.92,5.35,17.77,0.44,22.04,112.44, 
34.51,45.99,5.62,16.86,0.4,22.03,112.59, 
32.14,43.99,6.16,16.87,0.38,22.02,112.73, 
29.89,42.62,6.37,15.91,0.36,22.01,112.88, 
23.48,32.71,4.31,5.78,0.29,21.95,113.74, 
19.09,21.61,5.3,1.16,0.21,22.28,99.28, 
19.85,22.83,5.43,1.5,0.22,22.28,99.42, 
20.41,24.16,5.66,2.65,0.23,22.29,99.57, 
21.14,26.2,5.77,3.35,0.24,22.3,99.71, 
21.18,28.25,5.84,4.36,0.26,22.3,99.86, 
21.62,31.78,6.26,7.75,0.3,22.31,100, 
21.86,35.36,6.4,11.49,0.34,22.32,100.15, 
22.52,39,6.15,12.65,0.37,22.32,100.29, 
22.63,40.98,6,13.56,0.4,22.33,100.44, 
22.09,40.53,5.99,13.74,0.4,22.33,100.58, 
22.3,42.29,7.1,23.17,0.45,22.34,100.73, 
21.6,40.66,7.06,25.36,0.44,22.34,100.87, 
20.79,36.38,6.05,16.21,0.38,22.35,101.02, 
20.31,32.57,5.4,9.13,0.33,22.35,101.16, 
20.92,32.17,5.52,7.39,0.32,22.36,101.3, 
21.35,31.44,5.87,7.11,0.3,22.36,101.45, 
22.46,30.3,6.7,6.43,0.28,22.37,101.59, 
56.24,78.95,17.19,11.5,0.66,22.41,106.67, 
48.61,74.6,15.09,14.58,0.73,22.4,106.81, 
45.36,70.7,12.4,15.46,0.76,22.4,106.96, 
43.52,68.48,10.1,16.41,0.76,22.4,107.1, 
42.62,68,9.26,18.74,0.79,22.4,107.25, 
42.11,66.78,8.31,19.36,0.81,22.39,107.39, 
41.61,64.96,7.65,19.68,0.83,22.39,107.54, 
40.05,61.56,7.34,19.57,0.83,22.39,107.68, 
38.43,58.1,7.19,19.72,0.83,22.38,107.83, 
38.6,57.08,7.14,19.92,0.85,22.38,107.97, 
39.34,56.92,7.09,21.04,0.89,22.38,108.12, 
38.6,54.79,7.13,19.74,0.9,22.37,108.26, 
37.3,51.91,7.14,17.2,0.88,22.37,108.41, 
36.79,50.54,7.23,16.25,0.89,22.36,108.55, 
35.97,49.38,7.58,16.52,0.91,22.36,108.7, 
34.2,46.9,8.05,16.65,0.91,22.35,108.84, 
31.98,44.03,8.39,16.51,0.88,22.35,108.98, 
29.7,41.29,8.36,15.87,0.83,22.34,109.13, 
28.19,39.03,8.19,14.74,0.76,22.34,109.27, 
26.81,36.54,7.4,12.81,0.69,22.33,109.42, 
27.25,36.44,6.85,11.46,0.64,22.33,109.56, 
29.21,38.84,7.13,12.18,0.65,22.32,109.71, 
30.31,40.2,7.38,12.47,0.66,22.32,109.85, 
29.59,39.52,7.06,12.08,0.62,22.31,110, 
28.95,38.86,6.44,11.4,0.58,22.3,110.14, 
27.97,38.02,5.94,10.99,0.54,22.3,110.29, 
27.65,38.08,5.69,11.08,0.53,22.29,110.43, 
26.83,37.23,5.52,11.13,0.51,22.28,110.58, 
25.13,35.09,5.69,10.59,0.48,22.28,110.72, 
23.68,32.87,5.54,9.75,0.46,22.27,110.87, 
25.63,34.26,5.48,9.3,0.44,22.26,111.01, 
33.59,43.61,5.64,10.43,0.47,22.25,111.15, 
39.06,49.98,6.06,12.3,0.52,22.24,111.3, 
41.38,52.84,6.5,14.24,0.56,22.24,111.44, 
43.47,55.71,6.98,16.23,0.59,22.23,111.59, 
43.66,55.48,7.31,17.21,0.58,22.22,111.73, 
43.25,54.89,6.88,17.28,0.56,22.21,111.88, 
44.77,56.52,6.34,17.37,0.55,22.2,112.02, 
46.09,58.61,6.28,19.01,0.55,22.19,112.17, 
46.29,60.07,6.62,21.38,0.56,22.18,112.31, 
42.33,55.83,6.24,20.75,0.52,22.18,112.45, 
38.77,51.95,5.82,19.1,0.48,22.17,112.6, 
36.77,50.16,5.71,18.91,0.46,22.16,112.74, 
34.09,47.74,5.98,18.16,0.43,22.15,112.89, 
27.78,40.46,6.38,17.51,0.38,22.13,113.17, 
27.36,40.44,6.25,17.84,0.38,22.12,113.32, 
19.2,22.06,5.33,1.75,0.22,22.42,99.42, 
20.36,24.1,5.76,2.97,0.24,22.42,99.56, 
20.89,25.59,5.77,3.77,0.25,22.43,99.71, 
20.85,27.01,5.78,4.8,0.26,22.44,99.85, 
20.9,29.26,5.98,6.86,0.28,22.44,100, 
21.29,32.52,6.13,9.65,0.32,22.45,100.14, 
21.5,35.55,6.04,11.11,0.35,22.46,100.29, 
21.14,37.33,5.93,12.65,0.37,22.46,100.43, 
20.9,37.93,6.14,15.11,0.39,22.47,100.57, 
21.05,38.84,6.64,20.31,0.42,22.47,100.72, 
20.75,38.26,6.59,22.12,0.41,22.48,100.86, 
20.42,35.9,6.02,17.15,0.38,22.48,101.01, 
20,33.09,5.57,12.19,0.34,22.49,101.15, 
20.05,31.56,5.58,9.15,0.32,22.49,101.3, 
20.29,30.68,5.82,8.66,0.3,22.5,101.44, 
21.38,30.28,6.54,8.55,0.29,22.5,101.59, 
22.49,29.14,6.99,5.94,0.27,22.51,101.73, 
22.9,27.72,7.19,3.07,0.25,22.51,101.88, 
23.31,27.44,7.26,1.8,0.25,22.51,102.02, 
23.03,26.83,7.14,1.34,0.25,22.52,102.17, 
23.2,26.44,7.13,1.2,0.25,22.52,102.31, 
25.35,28.93,8.18,2.31,0.29,22.53,103.04, 
58.18,81.39,17.29,11.93,0.69,22.54,106.67, 
50.92,77.67,14.49,15.06,0.77,22.54,106.81, 
47.63,73.78,11.85,15.7,0.79,22.53,106.96, 
45.31,70.54,9.85,16.26,0.79,22.53,107.1, 
44.71,69.34,8.77,17.35,0.81,22.53,107.25, 
45.1,69.34,8.1,19.14,0.83,22.53,107.39, 
45.05,68.85,7.74,21.2,0.87,22.52,107.54, 
44.56,67.73,7.46,23.45,0.9,22.52,107.69, 
44.21,65.66,7.28,24.61,0.92,22.52,107.83, 
42.88,62.28,7.05,24.27,0.92,22.51,107.98, 
43.62,61.6,6.91,24.52,0.94,22.51,108.12, 
43.68,59.84,6.93,22.42,0.94,22.51,108.27, 
43.11,57.32,6.97,18.85,0.91,22.5,108.41, 
43.35,56.59,7.1,17.59,0.92,22.5,108.56, 
43.16,55.84,7.5,18.14,0.93,22.49,108.7, 
40.97,53.08,8.1,18.27,0.94,22.49,108.85, 
38.25,50,8.68,18.22,0.92,22.48,108.99, 
36.15,47.88,9.11,18.3,0.9,22.48,109.14, 
34.25,45.86,9.32,18.06,0.87,22.47,109.28, 
32.36,43.22,8.85,16.18,0.81,22.47,109.43, 
29.94,39.34,7.63,13.17,0.71,22.46,109.57, 
30.67,39.78,7.28,12.44,0.68,22.46,109.71, 
32.67,42.02,7.51,13.28,0.69,22.45,109.86, 
32.91,42.35,7.7,13.38,0.68,22.44,110, 
32.89,42.24,7.41,13.27,0.65,22.44,110.15, 
30.74,40.29,6.6,11.91,0.6,22.43,110.29, 
28.98,39.06,6.01,11.2,0.56,22.42,110.44, 
28.18,38.34,5.63,11.05,0.52,22.42,110.58, 
27.27,37.52,6.01,11.72,0.51,22.41,110.73, 
25.72,35.59,5.83,11.04,0.49,22.4,110.87, 
27.77,37.64,5.64,10.62,0.48,22.39,111.02, 
34.71,45.01,5.85,11.33,0.5,22.39,111.16, 
41.01,51.74,6.35,13.52,0.54,22.38,111.31, 
43.48,54.08,6.81,14.92,0.56,22.37,111.45, 
45.73,56.2,7.01,16.23,0.57,22.36,111.6, 
46.94,58.01,7.22,18.36,0.59,22.35,111.74, 
46.79,58.42,7.14,19.6,0.59,22.35,111.89, 
48.52,61.12,6.96,20.41,0.58,22.34,112.03, 
50.97,64.9,7.08,23,0.6,22.33,112.17, 
51.94,67.58,7.63,27.17,0.62,22.32,112.32, 
48.78,65.12,7.73,29.67,0.6,22.31,112.46, 
44.41,60.7,7.37,29.75,0.57,22.3,112.61, 
41.34,57.8,7.02,29.48,0.54,22.29,112.75, 
37.73,53.93,6.68,27.19,0.5,22.28,112.9, 
33.51,49.08,6.27,25.12,0.46,22.27,113.04, 
30.73,45.56,6.02,23.46,0.44,22.26,113.19, 
29.25,43.47,5.79,21.34,0.42,22.25,113.33, 
28.13,41.64,6.01,19.58,0.39,22.24,113.47, 
19.11,21.95,5.32,2.13,0.23,22.55,99.41, 
19.86,23.49,5.6,2.86,0.25,22.56,99.55, 
20.6,24.96,5.83,3.75,0.26,22.56,99.7, 
21.39,27.03,6.13,5.85,0.29,22.57,99.84, 
20.87,27.98,5.97,7.37,0.29,22.58,99.99, 
20.5,29.79,6,9.61,0.31,22.58,100.13, 
20.24,31.92,5.83,10.73,0.33,22.59,100.28, 
20.28,34.38,5.9,12.65,0.36,22.59,100.42, 
20.54,36.21,6.27,15.91,0.38,22.6,100.57, 
20.73,37.41,6.51,18.91,0.4,22.61,100.71, 
20.46,37.05,6.47,20.27,0.4,22.61,100.86, 
20.19,35.67,6.12,18.37,0.38,22.62,101, 
19.92,33.66,5.78,15.53,0.35,22.62,101.15, 
19.98,31.77,5.66,11.79,0.32,22.63,101.29, 
20.07,30.24,5.8,10.02,0.3,22.63,101.44, 
20.72,29.63,6.4,9.85,0.29,22.64,101.59, 
21.42,28.73,6.8,7.56,0.27,22.64,101.73, 
22.42,28.4,7.12,4.79,0.26,22.64,101.88, 
22.06,26.93,6.82,2.35,0.25,22.65,102.02, 
21.88,26.2,6.68,1.5,0.25,22.65,102.17, 
22.03,25.75,6.71,1.28,0.25,22.65,102.31, 
25.74,29.39,7.71,1.63,0.29,22.67,102.89, 
23.53,27.87,7.82,2.63,0.3,22.67,103.04, 
21,24.5,6.87,2.14,0.27,22.67,103.18, 
23.85,27.14,6.81,2.07,0.28,22.68,103.47, 
40.45,49.97,13.2,6.24,0.55,22.68,103.91, 
57.46,83.66,16.75,14.46,0.77,22.67,106.82, 
50.97,77,12.87,15.23,0.8,22.67,106.96, 
48.15,73.13,10.18,16.3,0.81,22.67,107.11, 
48.32,72.34,8.96,17.35,0.83,22.66,107.25, 
49.26,72.97,8.37,19.69,0.86,22.66,107.4, 
49.36,72.7,8.1,22.54,0.9,22.66,107.54, 
49.34,72.73,7.51,25.98,0.94,22.65,107.69, 
49.81,71.67,7.18,28.22,0.98,22.65,107.83, 
49.06,68.87,6.88,28.63,0.99,22.65,107.98, 
49.19,67.58,6.68,29.82,1.01,22.64,108.12, 
49.8,66.25,6.76,27.38,1,22.64,108.27, 
49.9,63.77,6.81,22.36,0.95,22.64,108.41, 
50.62,63,6.89,19.22,0.93,22.63,108.56, 
50.96,62.77,7.24,19.57,0.95,22.63,108.71, 
48.85,60.14,7.89,19.57,0.95,22.62,108.85, 
46.3,57.54,8.58,19.68,0.95,22.62,109, 
45.22,56.78,9.25,20.45,0.96,22.61,109.14, 
43.65,55.56,9.94,21.76,0.97,22.61,109.29, 
40.46,51.98,10.09,20.5,0.93,22.6,109.43, 
37.45,48.38,9.89,18.83,0.88,22.59,109.58, 
36.17,46.53,9.58,17.58,0.85,22.59,109.72, 
37.08,47.4,10.14,17.71,0.82,22.58,109.87, 
40.25,51.25,12.67,22.14,0.89,22.58,110.01, 
40.46,51.15,12.58,22.08,0.88,22.57,110.16, 
34.34,44.08,8.81,15.28,0.71,22.56,110.3, 
30.56,40.68,7.22,12.6,0.61,22.56,110.45, 
28.89,38.55,5.56,10.48,0.52,22.55,110.59, 
28.52,38.32,5.75,11.26,0.52,22.54,110.74, 
28.13,37.96,5.81,11.53,0.51,22.54,110.88, 
30.26,40.3,5.89,11.71,0.51,22.53,111.03, 
36.03,46.54,6.37,13.04,0.54,22.52,111.17, 
42.51,53.78,7.27,15.95,0.59,22.51,111.32, 
45.33,56.18,8.01,17.94,0.61,22.5,111.46, 
48.11,58.81,8,19.07,0.61,22.5,111.61, 
51.28,63.02,8.23,21.57,0.63,22.49,111.75, 
52.45,65.25,8.32,24.15,0.64,22.48,111.9, 
53.7,67.87,8.27,26.17,0.64,22.47,112.04, 
56.16,72,8.37,29.35,0.65,22.46,112.18, 
58.14,75.85,8.92,34.83,0.68,22.45,112.33, 
56.02,75.43,9.3,40.22,0.68,22.44,112.47, 
51.45,71.86,9.14,42.12,0.66,22.43,112.62, 
47.36,68.81,8.78,42.9,0.63,22.42,112.76, 
43.62,65.52,8.26,40.97,0.59,22.41,112.91, 
39.32,60.66,7.59,36.62,0.55,22.4,113.05, 
37.31,57.33,7.24,35.2,0.53,22.39,113.2, 
35.81,55.53,7.13,33.92,0.52,22.38,113.34, 
33.42,52.22,7.34,31.57,0.48,22.37,113.49, 
18.77,21.28,5.12,2.25,0.23,22.68,99.4, 
18.96,22.17,5.28,2.71,0.24,22.69,99.55, 
20.13,24.2,5.68,3.61,0.27,22.7,99.69, 
20.94,26.02,6.06,5.56,0.3,22.7,99.84, 
20.82,27.08,5.88,7.79,0.32,22.71,99.98, 
20.57,28.43,5.83,9.98,0.33,22.72,100.13, 
19.99,29.76,5.64,10.68,0.34,22.72,100.27, 
20,31.98,5.7,12.01,0.35,22.73,100.42, 
20.4,34.91,6.26,15.46,0.38,22.73,100.56, 
20.66,36.75,6.64,19.25,0.4,22.74,100.71, 
20.09,36.02,6.68,20.44,0.4,22.75,100.85, 
20.02,34.75,6.43,18.41,0.37,22.75,101, 
20.12,33.18,6.09,15.54,0.34,22.76,101.14, 
19.93,30.72,5.81,10.95,0.3,22.76,101.29, 
20.13,29.4,5.85,8.77,0.28,22.76,101.43, 
21.17,29.29,6.37,7.99,0.27,22.77,101.58, 
21.82,28.59,6.66,6.24,0.27,22.77,101.73, 
22.02,27.63,6.7,3.93,0.26,22.78,101.87, 
21.4,26.17,6.44,2.23,0.25,22.78,102.02, 
21.58,25.95,6.36,1.77,0.25,22.78,102.16, 
22.03,25.98,6.43,1.75,0.25,22.79,102.31, 
22.27,25.6,6.51,1.45,0.25,22.79,102.45, 
23.24,26.4,6.79,1.29,0.26,22.79,102.6, 
23.58,27.07,7.16,1.53,0.28,22.8,102.74, 
24.76,28.97,7.5,1.99,0.3,22.8,102.89, 
24.99,30.07,7.83,3.14,0.32,22.8,103.04, 
23.55,27.94,7.29,2.86,0.3,22.81,103.18, 
25.53,30.52,7.71,3.01,0.35,22.81,103.47, 
33.51,41.65,10.01,4.66,0.48,22.81,103.62, 
38.17,48.17,11.66,6.49,0.57,22.81,103.76, 
39.66,50.81,12.03,7.48,0.62,22.81,103.91, 
40.84,52.02,11.96,7.56,0.63,22.82,104.05, 
44.77,56.67,12.4,7.59,0.64,22.82,104.34, 
44.79,56.31,12.61,7.77,0.63,22.82,104.49, 
55,81.12,14.28,16.14,0.83,22.8,106.96, 
52.95,78.31,11.08,17.28,0.85,22.8,107.11, 
53.23,76.95,9.45,17.44,0.85,22.8,107.26, 
54.92,78.32,8.8,19.97,0.89,22.79,107.4, 
55.91,79.07,8.34,23.12,0.93,22.79,107.55, 
56.51,79.87,7.85,27.68,0.98,22.79,107.69, 
55.87,78.1,7.32,33.04,1.04,22.78,107.84, 
54.72,75.29,7.02,35.53,1.06,22.78,107.98, 
54.7,74.65,6.91,37.76,1.1,22.78,108.13, 
55.02,74.57,7.27,41.06,1.14,22.77,108.27, 
54.7,69.86,7.15,31.57,1.04,22.77,108.42, 
55.52,67.02,7.08,20.26,0.93,22.76,108.57, 
56.48,67.84,7.3,20.7,0.96,22.76,108.71, 
54.52,65.45,7.87,21.15,0.97,22.76,108.86, 
51.72,62.41,8.45,20.92,0.96,22.75,109, 
50.81,61.7,9.11,21.4,0.96,22.75,109.15, 
50.25,61.48,9.85,22.86,0.98,22.74,109.29, 
48.77,59.97,10.45,23.21,0.98,22.73,109.44, 
47.16,58.11,10.87,22.87,0.98,22.73,109.58, 
46.43,57.48,11.18,22.7,0.98,22.72,109.73, 
46.04,57.5,12.32,24.15,1,22.72,109.87, 
46.25,58.35,14.73,27.31,1.03,22.71,110.02, 
44.62,56.23,14.23,25.38,0.98,22.7,110.16, 
38.98,49.71,10.77,18.5,0.84,22.7,110.31, 
33.84,44.62,8.97,14.89,0.7,22.69,110.45, 
29.71,39.18,6.08,11.12,0.55,22.68,110.6, 
29.25,38.89,6.06,11.9,0.54,22.68,110.74, 
30.04,39.85,6.09,12.57,0.54,22.67,110.89, 
32.89,43.03,6.26,13.26,0.54,22.66,111.03, 
38.32,49,6.86,15.24,0.58,22.65,111.18, 
44.26,56.04,7.98,18.86,0.65,22.65,111.32, 
48.45,60.41,9.42,22.92,0.69,22.64,111.47, 
51.09,62.73,9.32,24.58,0.68,22.63,111.61, 
54.28,67.04,9.09,26.7,0.68,22.62,111.76, 
56.8,71.25,9.1,30.32,0.7,22.61,111.9, 
58.83,74.8,9.18,34.41,0.72,22.6,112.05, 
59.82,77.59,9.14,38.65,0.73,22.6,112.19, 
58.29,78.01,9.12,42.89,0.73,22.59,112.34, 
54.03,75.35,8.95,45.66,0.71,22.58,112.48, 
50.78,73.51,8.85,47.56,0.7,22.57,112.63, 
50.03,75.25,9.13,50.47,0.72,22.56,112.77, 
47.18,75.31,9.55,52.87,0.73,22.55,112.92, 
44.14,75.08,10.08,55.17,0.75,22.54,113.06, 
42,71.16,8.86,51.59,0.71,22.53,113.21, 
39.7,67.11,7.83,47.35,0.67,22.52,113.35, 
35.96,62.06,7,42.33,0.61,22.51,113.5, 
28.93,43.99,5.92,22.57,0.43,22.46,114.08, 
30.21,41.07,5.83,12.98,0.39,22.44,114.36, 
18.9,21.55,5.12,2.26,0.24,22.82,99.54, 
19.65,23.24,5.46,3.18,0.27,22.83,99.68, 
20.21,24.77,5.77,4.82,0.3,22.84,99.83, 
20.12,25.41,5.71,6.53,0.32,22.84,99.97, 
20.15,26.96,5.78,8.88,0.35,22.85,100.12, 
19.18,27.09,5.58,9.03,0.35,22.86,100.27, 
19.37,29.14,5.48,9.39,0.35,22.86,100.41, 
19.74,31.99,6.14,12.72,0.37,22.87,100.56, 
20.78,37.06,7.98,23.48,0.45,22.87,100.7, 
20.52,37.79,8.72,28.56,0.47,22.88,100.85, 
20.2,34.92,7.77,21.33,0.39,22.88,100.99, 
20.13,32.2,6.64,14.03,0.33,22.89,101.14, 
19.9,29.57,6.18,9.13,0.28,22.89,101.28, 
20.06,28.34,5.98,6.91,0.27,22.9,101.43, 
20.82,27.9,6.16,5.37,0.26,22.9,101.58, 
21.21,27.24,6.31,4.37,0.25,22.91,101.72, 
21.26,26.56,6.33,3.19,0.25,22.91,101.87, 
21.33,26.13,6.23,2.15,0.25,22.92,102.01, 
22.09,26.63,6.26,1.92,0.25,22.92,102.16, 
22.64,26.97,6.43,2.35,0.26,22.92,102.3, 
22.73,26.52,6.47,2.12,0.26,22.93,102.45, 
23.16,27.01,6.62,1.85,0.27,22.93,102.6, 
23.58,27.58,6.85,1.81,0.29,22.93,102.74, 
24.83,29.28,7.16,2.02,0.31,22.93,102.89, 
25.3,30.68,7.77,3.32,0.34,22.94,103.03, 
24.24,29.57,7.6,3.47,0.34,22.94,103.18, 
24.57,29.97,7.8,3.36,0.35,22.94,103.32, 
29.35,36.78,9.12,4.43,0.44,22.94,103.47, 
31.98,40.93,9.56,5.29,0.51,22.95,103.62, 
34.76,44.77,10.15,6.35,0.56,22.95,103.76, 
36.88,47.98,10.62,7.37,0.62,22.95,103.91, 
39.25,51.51,10.99,9.02,0.68,22.95,104.05, 
41.42,54.59,11.54,9.29,0.7,22.95,104.2, 
46.09,61.64,12.78,11.46,0.79,22.95,104.34, 
47.98,64,13.45,12.86,0.81,22.95,104.49, 
46.97,60.42,13.36,9.94,0.7,22.95,104.64, 
46.67,56.98,13.13,6.97,0.59,22.95,104.78, 
58.59,71.2,16.13,6.14,0.55,22.95,105.95, 
64.81,81.64,18.24,8.91,0.66,22.95,106.24, 
66.13,84.61,18.66,9.84,0.68,22.95,106.38, 
65.55,87.51,19.24,11.7,0.74,22.94,106.68, 
60.75,86.06,17.16,14.08,0.82,22.94,106.82, 
58.81,84.94,14.74,16.53,0.86,22.94,106.97, 
57.29,82.62,12.06,17.9,0.88,22.93,107.11, 
57.74,80.53,10.23,16.97,0.86,22.93,107.26, 
59.56,81.63,9.71,19.02,0.89,22.93,107.4, 
60.49,81.85,9.56,22.1,0.92,22.93,107.55, 
60.19,82.21,9.02,26.68,0.98,22.92,107.7, 
58.71,80.05,7.97,33.47,1.04,22.92,107.84, 
58.5,79.38,7.27,39.72,1.11,22.92,107.99, 
59.15,81.61,6.61,46.74,1.21,22.91,108.13, 
59.36,83.26,6.71,52.63,1.3,22.91,108.28, 
58.3,75.42,7.07,40.67,1.13,22.9,108.42, 
59.47,70.27,7.67,20.83,0.93,22.9,108.57, 
61.41,72.94,7.85,21.61,0.97,22.89,108.72, 
59.02,70.3,8.24,22.9,0.99,22.89,108.86, 
55.36,66.06,8.79,22.31,0.96,22.88,109.01, 
53.85,64.43,9.32,21.99,0.94,22.88,109.15, 
53.42,64.02,9.97,22.36,0.93,22.87,109.3, 
53.08,63.84,10.69,23.31,0.95,22.87,109.44, 
52.52,63.27,11.24,23.85,0.98,22.86,109.59, 
50.86,61.2,11.43,22.95,0.95,22.86,109.73, 
48.05,58.68,11.32,22.67,0.95,22.85,109.88, 
46.79,57.52,11.57,22.61,0.93,22.84,110.03, 
45.48,55.96,11.27,20.83,0.88,22.84,110.17, 
41.3,51.84,10.17,18.07,0.81,22.83,110.32, 
34.74,45.76,9.35,16.32,0.71,22.82,110.46, 
31.19,41.57,7.99,14.56,0.63,22.82,110.61, 
30.87,41.2,7.58,14.6,0.6,22.81,110.75, 
31.95,42.35,7.32,15.15,0.59,22.8,110.9, 
34.41,45.04,7.32,16.08,0.6,22.8,111.04, 
38.99,49.69,7.67,18.01,0.62,22.79,111.19, 
44.51,55.69,8.59,21.57,0.67,22.78,111.33, 
50.82,62.91,10.11,26.84,0.74,22.77,111.48, 
54.42,67.02,10.19,31.41,0.75,22.76,111.62, 
56.28,69.95,9.59,33.15,0.74,22.76,111.77, 
59.57,74.89,9.49,36.89,0.76,22.75,111.91, 
62.01,79.13,9.65,41.94,0.78,22.74,112.06, 
62.7,82.12,9.74,47.77,0.8,22.73,112.2, 
60.28,82.39,9.81,51.8,0.8,22.72,112.35, 
56.91,81.17,9.77,53.84,0.8,22.71,112.49, 
54.7,81.34,9.79,55.02,0.8,22.7,112.64, 
53.17,82.64,9.94,55.98,0.81,22.69,112.78, 
50.37,82.79,10.34,58.12,0.83,22.68,112.93, 
49.03,84.87,11.03,62.95,0.87,22.67,113.07, 
48.83,83.11,10.05,59.21,0.84,22.66,113.22, 
46.33,78.74,8.99,53.57,0.81,22.65,113.36, 
42.6,74.13,8.15,46.85,0.76,22.64,113.51, 
36.66,70.2,7.59,38.78,0.71,22.61,113.94, 
33.05,60.96,7.79,32.28,0.63,22.6,114.09, 
31.55,50.98,7.43,22.22,0.5,22.58,114.23, 
31.78,45.3,7.87,11.4,0.42,22.56,114.52, 
19.38,22.8,5.35,3.07,0.28,22.97,99.68, 
20,24.51,5.76,4.64,0.33,22.97,99.82, 
20.02,25,5.82,5.98,0.35,22.98,99.97, 
19.81,26,5.84,7.79,0.37,22.98,100.11, 
18.54,25.17,5.61,8.19,0.37,22.99,100.26, 
18.93,27.35,5.61,8.87,0.36,23,100.4, 
19.42,30.04,5.98,11.08,0.37,23,100.55, 
20.14,34.03,7.65,20.01,0.43,23.01,100.7, 
19.99,35.37,8.79,26.2,0.46,23.01,100.84, 
20.08,33.7,8.22,20.16,0.39,23.02,100.99, 
19.92,31.43,7.44,13.73,0.33,23.02,101.13, 
19.34,27.82,6.56,7.35,0.27,23.03,101.28, 
19.58,26.81,6.17,5.09,0.25,23.03,101.43, 
20.61,27.03,6.2,3.63,0.25,23.04,101.57, 
20.72,26.41,6.23,2.99,0.25,23.04,101.72, 
20.85,26.03,6.18,2.4,0.25,23.05,101.86, 
21.59,26.5,6.1,1.93,0.25,23.05,102.01, 
21.73,26.35,6.25,1.8,0.25,23.05,102.15, 
22.66,27.4,6.69,2.36,0.27,23.06,102.3, 
23.2,27.56,6.85,2.33,0.27,23.06,102.45, 
23.43,28.09,7.13,2.23,0.29,23.06,102.59, 
24.44,29.8,7.29,2.67,0.32,23.07,102.74, 
24.74,30.24,7.21,2.73,0.33,23.07,102.88, 
24.41,30.56,7.49,3.65,0.36,23.07,103.03, 
23.48,29.37,7.41,3.61,0.36,23.07,103.18, 
23.35,28.93,7.25,3.34,0.36,23.08,103.32, 
26.35,32.92,7.88,3.93,0.4,23.08,103.47, 
30.25,38.46,8.84,4.68,0.47,23.08,103.61, 
31.84,41.15,8.88,5.33,0.52,23.08,103.76, 
33.75,43.9,9.15,6.04,0.56,23.08,103.91, 
36.88,49,10.03,8.24,0.65,23.08,104.05, 
39.58,53.25,10.99,9.52,0.7,23.09,104.2, 
43.64,59.75,12.42,11.86,0.79,23.09,104.34, 
46.58,64.07,13.61,15.02,0.84,23.09,104.49, 
47.15,63.01,13.64,13.06,0.79,23.09,104.64, 
47.38,60.01,12.93,8.96,0.67,23.09,104.78, 
47.37,57.56,13.2,4.29,0.48,23.09,105.66, 
48.69,61.93,13.78,5.19,0.53,23.09,105.8, 
52.46,68.15,15.34,6.39,0.58,23.08,105.95, 
56.99,75.63,16.7,8.54,0.66,23.08,106.09, 
60.27,80.9,19.33,11.19,0.72,23.08,106.24, 
61.25,83.65,19.42,12.46,0.76,23.08,106.39, 
62.65,85.8,17.31,12.12,0.77,23.08,106.53, 
63.36,87.21,16.13,12.49,0.81,23.08,106.68, 
61.35,86.37,14.86,14.01,0.85,23.07,106.82, 
60.99,86.22,13.69,15.97,0.88,23.07,106.97, 
60.42,84.8,12.02,16.37,0.89,23.07,107.12, 
60.96,82.7,10.93,16.43,0.86,23.07,107.26, 
62.45,83.32,10.57,18.42,0.88,23.06,107.41, 
62.89,83.53,10.34,21.62,0.93,23.06,107.55, 
60.4,80.05,10.15,24.08,0.95,23.06,107.7, 
59.44,77.17,9.48,25.27,0.95,23.05,107.85, 
60.29,76.3,8.94,27.51,0.97,23.05,107.99, 
60.19,75.46,7.94,31,1,23.05,108.14, 
60,74.38,7.62,31.03,1,23.04,108.28, 
61.07,73.19,7.99,25.57,0.95,23.04,108.43, 
63.21,72.64,8.62,19.31,0.9,23.03,108.57, 
67.06,79.2,8.47,21.96,0.98,23.03,108.72, 
62.53,74.43,8.83,23.72,1,23.02,108.87, 
57.74,68.96,9.23,22.93,0.97,23.02,109.01, 
56.71,67.59,9.65,22.15,0.94,23.01,109.16, 
55.84,66.65,10.31,22.51,0.92,23.01,109.3, 
53.94,64.91,11.18,24.06,0.92,23,109.45, 
52.89,63.92,11.82,25.04,0.93,23,109.6, 
51.93,62.47,11.82,23.09,0.88,22.99,109.74, 
49.21,59.9,11.22,21.14,0.86,22.98,109.89, 
47.06,57.85,10.58,19.57,0.84,22.98,110.03, 
45.24,56.25,10.33,19.3,0.83,22.97,110.18, 
42.08,53.39,10.28,18.71,0.78,22.97,110.32, 
36.34,47.96,10.12,18.32,0.73,22.96,110.47, 
33.18,44.59,9.81,18.07,0.69,22.95,110.61, 
33.07,44.12,9.32,17.51,0.65,22.94,110.76, 
33.71,44.85,8.94,18.62,0.65,22.94,110.91, 
35.79,47.04,8.74,20.06,0.66,22.93,111.05, 
40.5,51.22,8.68,22.12,0.67,22.92,111.2, 
46.36,56.82,9.37,25.8,0.7,22.91,111.34, 
